CNPJ;Razao Social;Endereco;Telefone;Regime
05.567.172/0001;AMANDA C. PAES & CIA LTDA Fantasia: AMANDA PAES ACADEMIA DE NATACAO &;;(41) 472-3038;SIMPLES NACIONAL
05.576.184/0001;MARCOS WILLIAM CORTES Fantasia: ETIKFORT ETIQUETAS;;(18) 3281-1024;SIMPLES NACIONAL
05.591.422/0001;P. FERRANTE SLUZALA - MERCADO LTDA Fantasia: MERCADO NOVO ESPACO;;"(41) 98781-7267 
(41) 99776-9236";SIMPLES NACIONAL
05.608.030/0001;PR NOVLOSKI & CIA. LTDA RUA TENENTE ESTEFANO SWEIRZ, 485 , BAIRRO;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
05.744.634/0001;JCR MACHINES INDUSTRIA DE MAQUINAS E EQUIPAMENTOS LTDA;;(41) 99949-7412;SIMPLES NACIONAL
05.752.207/0002;STIVAL & FOGACA INDUSTRIA E COMERCIO DE CONFECCOES LTDA;AVENIDA 29 DE ABRIL, 397 , BAIRRO CENTRO;(41) 3286-5016;SIMPLES NACIONAL
05.772.632/0001;SAO JORGE GUARDANAPOS LTDA Fantasia: NAPKINS;;(41) 2118-6990;SIMPLES NACIONAL
05.781.858/0001;ODONTO MEB - CLINICA ODONTOLOGICA LTDA;;(041) 472-3766;PRESUMIDO OU LUCRO REAL
05.828.400/0001;V.A. VARGAS & CIA LTDA Fantasia: COMERCIAL E DISTRIBUIDORA VARGAS;;(41) 442-7299;SIMPLES NACIONAL
05.856.813/0001;LOJAS VITORIA FERRAGENS E FERRAMENTAS LTDA;;(41) 3442-1350;SIMPLES NACIONAL
05.930.194/0002;LUIZ ANTONIO PEREIRA & CIA. LTDA Fantasia: LUIZ AGULHA PESCADOS;AVENIDA VISCONDE DO RIO BRANCO, 660 LOJA 05,;(41) 3472-3308;SIMPLES NACIONAL
05.930.233/0001;RICARDO E ROMERO GODOY LTDA Fantasia: WELFARE;;(41) 3223-1353;SIMPLES NACIONAL
05.952.935/0002;FARMACIA MAESTRELLI E HOBI LTDA Fantasia: GUARAFARMA LITORAL;AVENIDA PARANA, 3875 LOJA 3 E 4, BAIRRO;(41) 3472-1987;SIMPLES NACIONAL
05.952.935/0001;FARMACIA MAESTRELLI E HOBI LTDA Fantasia: GUARAFARMA LITORAL;AVENIDA AVENIDA VISCONDE DO RIO BRANCO, 4230;"(41) 3472-1987
(41) 99285-2930 
jbcontabilidade2";SIMPLES NACIONAL
05.956.620/0003;EDNA DANZIQUER SABINO Fantasia: BIQUINIS & CIA;AVENIDA 29 DE ABRIL, 853 SALA 02, BAIRRO;(47) 3443-2006;PRESUMIDO OU LUCRO REAL
06.017.547/0001;THE POINT - COMERCIO DE ALIMENTOS LTDA AVENIDA 29 DE ABRIL, 1017 LOJAS 06/07, BAIRRO;AVENIDA 29 DE ABRIL, 1017 LOJAS 06/07, BAIRRO;(41) 262-7865;PRESUMIDO OU LUCRO REAL
06.042.617/0001;M. R. B. BEVERVANSO RUA MANOEL RIBAS, 1.250 , BAIRRO BREJATUBA;;(41) 442-1574;PRESUMIDO OU LUCRO REAL
06.062.614/0001;INVIOLAVEL GUARATUBA SERVICOS DE VIGIA LTDA;;(41) 3442-1233;SIMPLES NACIONAL
06.070.235/0001;BONATTO HOTELARIA LTDA Fantasia: SPAZIO MARINE HOTEL;AVENIDA VISCONDE DO RIO BRANCO, 3900 , BAIRRO;(41) 3442-5100;SIMPLES NACIONAL
06.147.307/0001;ILETE DO NASCIMENTO LTDA Fantasia: GELO DRINK;AVENIDA DOS GUARAS, 1257 , BAIRRO PICARRAS;(41) 472-1252;SIMPLES NACIONAL
06.156.396/0001;MULTI COISAS DECORACOES E PRESENTES LTDA;;(41) 3442-1502;SIMPLES NACIONAL
06.172.252/0001;S A DE SOUZA E SILVA LTDA Fantasia: AGUIA CONTABILIDADE E SERVICOS;;(41) 3472-1252;SIMPLES NACIONAL
06.174.134/0001;MECANICA TREVO LTDA Fantasia: MECANICA TREVO;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
06.179.417/0001;ANA ROSEMERI MORO & CIA LTDA Fantasia: PRENSADAO SAO MARCOS;;(41) 98410-3830;SIMPLES NACIONAL
06.201.042/0003;MELLO & AMARAL RESTAURANTE LTDA RUA REO BENET, 945 , BAIRRO JARDIM ESTORIL II;;(41) 3621-2599;PRESUMIDO OU LUCRO REAL
06.214.369/0009;G N C SANCHES CONFECCOES LTDA Fantasia: VIPAGI LINGERIE;AVENIDA 29 DE ABRIL, 763 LOJA 02 EDIFICIO SA,;(44) 3274-7177;SIMPLES NACIONAL
06.231.175/0001;DOUGLAS SIMOES DOS SANTOS AGRO.PET LTDA;AVENIDA JOSE NICOLAU ABAGGE, 1130 , BAIRRO;(44) 99813-3810;SIMPLES NACIONAL
06.235.285/0001;MARIA JOSE FERREIRA PIETROBELI REPRESENTACOES;;"(41) 3442-7116
(41) 99988-8746";SIMPLES NACIONAL
06.250.810/0001;SATO & SARTOR LTDA Fantasia: SATO & SARTOR;;(41) 3357-4328;LUCRO PRESUMIDO
06.271.620/0001;AJPJ REPRESENTACOES LTDA. Fantasia: AJPJ REPRESENTACOES COMERCIAIS.;AVENIDA GUARANIACU, 1250 , BAIRRO COROADOS;(47) 3145-3000;PRESUMIDO OU LUCRO REAL
06.330.367/0001;TRANSPORTES E VIAGENS ACACIA LTDA RUA CLEVELANDIA, 51 , BAIRRO BREJATUBA;;(41) 3472-1252;SIMPLES NACIONAL
06.340.030/0001;TD - 3 ASSESSORIA E CONSULTORIA LTDA Fantasia: TD - 3;AVENIDA DAMIAO BOTELHO DE SOUZA, 410 LOTE;(41) 3153-4010;LUCRO PRESUMIDO
06.885.416/0001;ZENAIDE PERAZZA LTDA. AVENIDA 29 DE ABRIL, 143 , BAIRRO CENTRO;AVENIDA 29 DE ABRIL, 143 , BAIRRO CENTRO;(41) 3472-9215;SIMPLES NACIONAL
06.885.416/0002;ZENAIDE PERAZZA LTDA. PRACA CEL. ALEXANDRE MAFRA, 172 , BAIRRO;;(41) 3472-9215;SIMPLES NACIONAL
06.978.371/0001;FFORT BLOCOS ARTEFATOS DE CIMENTOS LTDA;AVENIDA VISCONDE DO RIO BRANCO, 4622 , BAIRRO;"(41) 3443-6045
(41) 99764-2781 
fort.blocos4622";SIMPLES NACIONAL
06.989.805/0001;ELAINE VIEIRA DO NASCIMENTO GUERRA E CIA LTDA;AVENIDA 29 DE ABRIL, SN , BAIRRO CENTRO;(41) 3798-3908;SIMPLES NACIONAL
07.034.618/0001;CONFIANCA SERVICOS DE FOTOCOPIA LTDA Fantasia: CONFIANCA;;(41) 99713-4410;SIMPLES NACIONAL
07.059.925/0001;CARLOS JOSE DE SOUZA & CIA. LTDA. AVENIDA 29 DEABRIL, 128 , BAIRRO CENTRO;AVENIDA 29 DEABRIL, 128 , BAIRRO CENTRO;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
07.062.443/0001;ELIAS DOS SANTOS NETO LTDA. Fantasia: LANCHONETE 2 IRMAOS;AVENIDA ATLANTICA, S/N QUADRA0099 LOTE 0001A;"(43) 99196-9304 
lamchonete2";SIMPLES NACIONAL
07.076.006/0001;ALUIR QUERINO DE OLIVEIRA Fantasia: PERSIANAS E REVISTARIA CORES E COR;AVENIDA CURITIBA, 1274 , BAIRRO BREJATUBA;(41) 3472-1062;PRESUMIDO OU LUCRO REAL
07.095.542/0001;MAR SUL LTDA Fantasia: MAR SUL SERVICOS MARITIMOS;;"(41) 3443-6024
(41) 98414-6017";SIMPLES NACIONAL
07.161.404/0001;VALMORBIDA & CIA. LTDA. AVENIDA CURITIBA, 970 , BAIRRO CENTRO;AVENIDA CURITIBA, 970 , BAIRRO CENTRO;(41) 442-5123;SIMPLES NACIONAL
07.167.276/0001;P. C. C. SCHATZMANN AVENIDA CURITIBA, 1070 , BAIRRO BREJATUBA;AVENIDA CURITIBA, 1070 , BAIRRO BREJATUBA;(41) 3472-1774;PRESUMIDO OU LUCRO REAL
07.190.397/0001;PRISMA IMPORTACAO LTDA AVENIDA FORMOSA DO OESTE, 564 , BAIRRO;AVENIDA FORMOSA DO OESTE, 564 , BAIRRO;(41) 3367-1413;PRESUMIDO OU LUCRO REAL
07.221.122/0001;WOW INTERNET LTDA Fantasia: WOW INTERNET;;(41) 99999-3001;SIMPLES NACIONAL
07.248.055/0001;DE SOUZA & CIA. LTDA Fantasia: SEU MANECA;;"(41) 3472-2580
carloscabeleireiros2";SIMPLES NACIONAL
07.307.860/0001;GR8 AUTOMACAO E SERVICOS LTDA Fantasia: EVOLUTION INFORMATICA;AVENIDA 29 DE ABRIL, 490 QUADRA05 LOTE 06,;(41) 3442-1572;SIMPLES NACIONAL
07.316.252/0003;LOJAS CALCELEVE LTDA Fantasia: LOJAS CALCE LEVE;AVENIDA 29 DE ABRIL, 400 , BAIRRO CENTRO;(41) 3039-0168;LUCRO REAL
07.376.029/0001;LOTERICA GUARATUBA LTDA Fantasia: LOTERICA GUARATUBA;;(41) 99975-7822;SIMPLES NACIONAL
07.451.135/0001;ESTEFANO FERNANDES IATSKIU Fantasia: SKILO DO MAR;AVENIDA JOAO GUALBERTO, 410 , BAIRRO;(041) 99646-6496;SIMPLES NACIONAL
07.451.382/0001;DALVO SILVEIRA Fantasia: REALEZA - DISTRIBUIDOR DE ALIMENTOS,;;(41) 3442-2381;SIMPLES NACIONAL
07.457.207/0001;MIRIAN APARECIDA FERREIRA NEVES Fantasia: MADEIREIRA TOXINHA;;(41) 3442-1572;SIMPLES NACIONAL
07.497.807/0001;PONTAL TERRAPLANAGEM LTDA Fantasia: PONTAL TERRAPLANAGEM;;"(47) 3036-6401
societario1";SIMPLES NACIONAL
07.602.922/0001;KANTO DOS SONHOS INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;(44) 3031-9488;PRESUMIDO OU LUCRO REAL
07.610.742/0001;G3 COMERCIO DE ALARMES LTDA Fantasia: INVIOLAVEL GUARATUBA;AVENIDA PONTA GROSSA, 1278 LOTE 06 QUADRA33,;(41) 3442-1233;SIMPLES NACIONAL
07.610.742/0002;G3 COMERCIO DE ALARMES LTDA AVENIDA BELA VISTA DO PARAISO, S/N , BAIRRO;AVENIDA BELA VISTA DO PARAISO, S/N , BAIRRO;(41) 3442-1572;SIMPLES NACIONAL
07.643.954/0001;KRUPNISKI & KRUPNISKI LTDA Fantasia: SAMUCA MATERIAIS DE CONSTRUCAO;;(41) 3472-1252;SIMPLES NACIONAL
07.648.745/0001;KUTIANSKI & KUTIANSKI LTDA Fantasia: CK ASSESSORIA ESPORTIVA;AVENIDA SETE DE SETEMBRO, 537 SALA 01, BAIRRO;(41) 3443-1262;SIMPLES NACIONAL
07.666.333/0001;STROZZI & CIA. LTDA. RUA CAETANO MUNHOZ DA ROCHA, 703 , BAIRRO;;"(41) 3473-4702
(41) 3262-9951";PRESUMIDO OU LUCRO REAL
07.666.374/0001;C J DOS SANTOS SANTIAGO LTDA Fantasia: BOLAO IMOVEIS;AVENIDA CURITIBA, 710 , BAIRRO CENTRO;"(41) 3442-1323
(41) 3442-1572";SIMPLES NACIONAL
07.671.264/0001;ALCIONE VIEIRA & CIA LTDA Fantasia: MERCADO GARCIA;;(41) 3472-1252;PRESUMIDO OU LUCRO REAL
07.704.464/0001;R.H. PACHECO & CIA LTDA. Fantasia: FRSCRIART;;"(41) 3442-6967
(41) 99591-3484";SIMPLES NACIONAL
07.707.196/0001;FRANCISCO CARLOS GOMES & CIA LTDA Fantasia: MERCADO SAO FRANCISCO;;(41) 99544-7239;SIMPLES NACIONAL
07.713.342/0001;MARTA CLAUDIA RIBEIRO OLIBIO Fantasia: PASTELARIA BEM ME QUER;;(41) 3472-3308;SIMPLES NACIONAL
07.716.867/0001;ANA CAROLINA SALGADO XAVIER Fantasia: RESTAURANTE MATA ATLANTICA;;"(41) 99115-6113 
(41) 99262-3862";PRESUMIDO OU LUCRO REAL
07.744.101/0001;FERPEM - EXECUCAO MANUTENCAO DE SERVICOS LTDA;;"(41) 99925-1004 
moacircomercial03";PRESUMIDO OU LUCRO REAL
07.751.507/0001;ADILSON PEREIRA DE SOUZA AVENIDA ATLANTICA ESQ COM A TRAVESSA;AVENIDA ATLANTICA ESQ COM A TRAVESSA;(41) 3472-1252;SIMPLES NACIONAL
07.764.081/0001;CHINELOS BY BEACH LTDA Fantasia: CHINELOS DA PRAIA;AVENIDA 29 DE ABRIL, 1017 QUADRA0089 LOTE;(41) 3442-6121;SIMPLES NACIONAL
07.777.299/0001;GUEDES & GREZELE LTDA Fantasia: GUEDES & GREZELE;;"(41) 3442-1824
(46) 3225-1935";SIMPLES NACIONAL
07.779.831/0001;PAULO LUIZ OLIVEIRA DO NASCIMENTO Fantasia: NASCIMENTO ASSESSORIA E;AVENIDA VISCONDE DE GUARAPUAVA, 2481 ,;(41) 99520-5673;SIMPLES NACIONAL
07.795.514/0001;JOSEFA LEAL Fantasia: DA JO LINGERIE FASHION;;(41) 3442-6516;SIMPLES NACIONAL
07.798.185/0001;BEATRIS VITKOSKI LTDA Fantasia: DISTRIBUIDORA DE BEBIDAS CAPITAL;AVENIDA CURITIBA, 308 QUADRA141 LOTE 07;(42) 99902-9811;SIMPLES NACIONAL
07.798.194/0001;ROBERTA MARIA MALUCELLI MORO Fantasia: VETERINARIA SAO CAMILO;AVENIDA PONTA GROSSA, 506 , BAIRRO CENTRO;"(41) 3472-4291
(41) 99827-7665";SIMPLES NACIONAL
07.805.131/0001;LAURINDO TAVARES & CIA LTDA RUA CARLOS MACIEL DA SILVA, 404 , BAIRRO MIRIM;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
07.814.495/0001;KARINE ZELLA DE LIMA Fantasia: KARINE ZELLA DE LIMA;AVENIDA PATO BRANCO, 995 FUNDOSMD02,;"(41) 99778-0270 
karinezella26";PRESUMIDO OU LUCRO REAL
07.832.131/0001;JMK - COMERCIO DE ARTEFATOS DE CIMENTO LTDA;;(41) 3442-2511;SIMPLES NACIONAL
07.844.521/0001;JOSUEL ALVES Fantasia: CAIPIRAO COUNTRY TIO LULU;;"(41) 3453-1037
(41) 99959-6951 
salettelima64";SIMPLES NACIONAL
07.882.682/0001;"SERGIO MENDOZA ARREDONDO RUA FREI BELINO MARIA, 10 LOJA: A;, BAIRRO";;(41) 3458-1077;SIMPLES NACIONAL
07.883.736/0001;CONECT SAUDE LTDA Fantasia: CONECT SAUDE;;"(41) 99815-2900 
conectsaude01";SIMPLES NACIONAL
07.890.435/0001;ESCRITEK CONTABILIDADE & RECURSOS HUMANOS LTDA;;(41) 3443-1479;SIMPLES NACIONAL
07.894.866/0003;SCHIMANESKI TRANSPORTES RECREATIVOS LTDA;;(42) 99921-9268;SIMPLES NACIONAL
07.916.662/0001;MARIA CAROLINA ZEN MAIA Fantasia: PRE ESCOLA ARCO IRIS;AVENIDA DR JOAO CANDIDO, 985 , BAIRRO CENTRO;(41) 3472-1252;SIMPLES NACIONAL
07.932.374/0001;LUIZ AFONSO TULIO & CIA LTDA Fantasia: LABORATORIO NEWLAB;;(41) 3472-1252;LUCRO PRESUMIDO
07.967.889/0001;GRANEMANN & GRANEMANN LTDA Fantasia: IMPERIO DA CARNE;;"(47) 99143-1817 
(47) 99163-8198 
joel_denis2012";PRESUMIDO OU LUCRO REAL
07.998.517/0001;COMERCIO DE ARTIGOS DE ARMARINHOS GUARATUBA LTDA;;"(41) 3472-2664
armarinhosguaratuba2009";SIMPLES NACIONAL
08.017.355/0001;JOSE FERREIRA DE QUEIROZ- BORRACHARIA Fantasia: BORRACHARIA COROADOS;AVENIDA RIO NEGRO, 2489 , BAIRRO COROADOS;(41) 3443-1479;SIMPLES NACIONAL
08.067.572/0001;SIMONE GLACI RAMOS CONTABILIDADE Fantasia: SIGLA WORKSPACE;;"(41) 98410-4814 
(41) 3472-4739";SIMPLES NACIONAL
08.080.974/0001;IVANICE MARIA FRESE Fantasia: PIZZARIA BOM PALADAR;AVENIDA VISCONDE DO RIO BRANCO, 1722 , BAIRRO;(41) 3442-5129;SIMPLES NACIONAL
08.111.367/0001;IRIZEU DORBERTO SANTOS & CIA LTDA Fantasia: MERCADO SANTOS;;(41) 3472-3308;SIMPLES NACIONAL
08.117.092/0001;SOELI MONTEIRO DE SOUZA LTDA RUA GUILHERME PEQUENO, 66 QUADRA72 LOTE;;(41) 3442-1572;SIMPLES NACIONAL
08.149.116/0001;GUARATUBA BICICLETARIA LTDA Fantasia: GUARATUBA BIKE'S;AVENIDA DAMIAO BOTELHO DE SOUZA, 1300 ,;(41) 3443-6903;SIMPLES NACIONAL
08.156.526/0001;MAYCON ANTONY DE CAMPOS & CIA LTDA Fantasia: ARENA MOTOS;AVENIDA DAMIAO BOTELHO DE SOUZA, 73 SALA 01,;"(41) 3442-2318
(41) 99118-4562";SIMPLES NACIONAL
08.192.422/0002;R. LUIZ E CIA LTDA AVENIDA 29 DE ABRIL, 798 , BAIRRO CENTRO;AVENIDA 29 DE ABRIL, 798 , BAIRRO CENTRO;(41) 3366-3646;PRESUMIDO OU LUCRO REAL
08.233.480/0001;ELECEU NEHRING Fantasia: POUSADA VERDES MARES II;;"(41) 3442-7894
eleceu2";SIMPLES NACIONAL
08.242.867/0001;MERCADO DO CELSO LTDA. Fantasia: MERCADO IVAI;;(41) 3443-6737;PRESUMIDO OU LUCRO REAL
08.250.325/0001;LEONOR DOMINGUES MORRO LOCALIDADE MORRO GRANDE, S/N BR 412;;(41) 99998-9353;SIMPLES NACIONAL
08.270.789/0001;EVO SMART CELULARES GUARATUBA LTDA AVENIDA 29 DE ABRIL, 490 QUADRA05 LOTE 06,;AVENIDA 29 DE ABRIL, 490 QUADRA05 LOTE 06,;(41) 3442-1572;SIMPLES NACIONAL
08.276.452/0001;SANTAU CARGA E DESCARGA LTDA - Fantasia: D'LIKA MATERIAIS DE CONSTRUCOES;AVENIDA SHANCRILA, 55 PARQUE BALNEARIO,;"(42) 3252-3239
(42) 3252-6984";PRESUMIDO OU LUCRO REAL
08.283.423/0001;PILLE DARK COMERCIO DE GAMES LTDA Fantasia: PILLE DARK GAMES;AVENIDA VISCONDE DO RIO BRANCO, 4113 , BAIRRO;(41) 3472-3308;SIMPLES NACIONAL
08.283.423/0002;PILLE DARK COMERCIO DE GAMES LTDA Fantasia: PILLE DARK GAMES;AVENIDA VISCONDE DO RIO BRANCO, 4113 , BAIRRO;(41) 3472-3308;SIMPLES NACIONAL
08.309.068/0001;INACIO B.SMANIOTO JUNIOR & CIA. LTDA Fantasia: HOSPITAL VETIS;;(41) 3442-1572;SIMPLES NACIONAL
08.327.933/0001;LAZARO F ALVES E CIA. LTDA. AVENIDA CURITIBA, 1488 , BAIRRO CENTRO;AVENIDA CURITIBA, 1488 , BAIRRO CENTRO;"(41) 3442-1572
(41) 3442-1572";PRESUMIDO OU LUCRO REAL
08.345.315/0001;LANCHONETE SAO JOSE LTDA Fantasia: LANCHONETE SAO JOSE;AVENIDA GUANABARA, 48 SALA 01, BAIRRO BARRA;(41) 442-5621;SIMPLES NACIONAL
08.387.840/0001;C.A. MOREIRA DA SILVA & CIA LTDA Fantasia: FRUTARIA PARAISO;AVENIDA DAMIAO BOTELHO DE SOUZA, 1431 ,;(41) 3472-3308;PRESUMIDO OU LUCRO REAL
08.387.840/0002;C.A. MOREIRA DA SILVA & CIA LTDA Fantasia: FRUTARIA PICARRAS;AVENIDA GUAIRA, 1097 , BAIRRO PICARRAS;(41) 3472-3308;PRESUMIDO OU LUCRO REAL
08.401.099/0001;RESTAURANTE CASA DO PESCADOR LTDA AVENIDA ATLANTICA, 992 , BAIRRO CENTRO;AVENIDA ATLANTICA, 992 , BAIRRO CENTRO;"(41) 3472-2232
(41) 3472-3363";SIMPLES NACIONAL
08.411.541/0001;CLINICA DE ESPECIALIDADES MEDICAS DO PARANA LTDA;;(41) 99622-8688;LUCRO PRESUMIDO
08.417.742/0001;CLINICA PSICOLOGICA GUARATUBA LTDA. Fantasia: AVALIAR - CLINICA DE AVALIACAO MEDICA;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
08.418.531/0001;ALIMENTOS INDUSTRIALIZADOS GUARATUBA LTDA;;(41) 3442-1887;LUCRO PRESUMIDO
08.422.335/0001;OSIEL DO NASCIMENTO - MERCADO Fantasia: MINIMERCADO RENASCER;;(41) 3472-6438;SIMPLES NACIONAL
08.531.991/0002;BRUNA PIRES Fantasia: DICASA;;(41) 3472-3308;PRESUMIDO OU LUCRO REAL
08.531.991/0001;BRUNA PIRES Fantasia: DICASA;AVENIDA 7 DE SETEMBRO, 45 , BAIRRO CENTRO;(41) 3472-3308;PRESUMIDO OU LUCRO REAL
08.537.089/0001;MIX SHOPPING COMERCIO DE ROUPAS E ACESSORIOS LTDA;;(41) 99640-3329;SIMPLES NACIONAL
08.537.089/0002;MIX SHOPPING COMERCIO DE ROUPAS E ACESSORIOS LTDA;;(41) 99571-9929;SIMPLES NACIONAL
08.549.732/0001;ERNANI CARLOS ENGELMANN Fantasia: GUARATUBAR;AVENIDA MINAS GERAIS, 205 , BAIRRO COROADOS;(41) 99616-4108;SIMPLES NACIONAL
08.584.669/0001;VIHUX CONSULTORIA EMPRESARIAL LTDA Fantasia: VIHUX CONSULTORIA EMPRESARIAL;;"(41) 3472-3863
(41) 3262-9951";SIMPLES NACIONAL
08.593.099/0001;HRCK FARMACIA LTDA. RUA 29 DE ABRIL, 595 , BAIRRO CENTRO;;"(41) 3366-1712
(41) 3366-1981";PRESUMIDO OU LUCRO REAL
08.601.686/0001;LUIS FERNANDO DE AMORIM Fantasia: RESVISTARIA E PAPELARIA CENTAL;AVENIDA VINTE E NOVE DE ABRIL, 380 LOJA 01,;(41) 3472-1252;PRESUMIDO OU LUCRO REAL
08.621.315/0001;L SIMIONATO PARTICIPACOES LTDA Fantasia: SIMIONATO CONSULTORIA EMPRESARIAL;;(48) 99172-3602;PRESUMIDO OU LUCRO REAL
08.623.391/0001;MARCIANA DE PAULA RODRIGUES LTDA Fantasia: CESAR PAES;;(41) 99875-1654;SIMPLES NACIONAL
08.623.667/0001;VANDERSON J. FRANCO & CIA. LTDA. AVENIDA PARANA, SN LOTE 08 QUADRA330, BAIRRO;AVENIDA PARANA, SN LOTE 08 QUADRA330, BAIRRO;(41) 3442-1572;SIMPLES NACIONAL
08.628.888/0001;ELCIMO ITAMAR DALCORTIVO Fantasia: ARMAZEM DE PRODUTOS NATURAIS;;"(41) 3442-5605
(41) 99998-6913 
elcimo10";SIMPLES NACIONAL
08.631.950/0001;CIA DAS PLACAS LTDA Fantasia: CIA DAS PLACAS;AVENIDA VISCONDE DO RIO BRANCO, 300 , BAIRRO;(41) 3442-1058;SIMPLES NACIONAL
08.644.620/0001;SILVA & BENEDIKT DA SILVA LTDA. AVENIDA CUBATAO, 261 , BAIRRO PICARRAS;AVENIDA CUBATAO, 261 , BAIRRO PICARRAS;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
08.668.094/0001;NADIR MARIA DE OLIVEIRA CERCAS EM PVC Fantasia: PEVECERCA CERCAS EM PVC;AVENIDA MANAUS, 321 , BAIRRO COROADOS;(41) 3442-5887;SIMPLES NACIONAL
08.775.087/0001;TITO SOUZA VIEIRA & CIA LTDA Fantasia: CONSTRULAR;AVENIDA PATRIARCA, 1423 , BAIRRO PICARRAS;(41) 3442-1058;PRESUMIDO OU LUCRO REAL
08.789.572/0001;MIRANDA & BARBARA LTDA Fantasia: MERCADO BREJATUBA;AVENIDA ATLANTICA, 2054 , BAIRRO BREJATUBA;"(41) 3442-6867
exata40";SIMPLES NACIONAL
08.799.602/0001;SANDRO VIECILI MATERIAIS DE CONSTRUCAO LTDA;;(41) 3472-3308;SIMPLES NACIONAL
08.815.040/0002;VITORIA MULTIELETRO LTDA Fantasia: VITORIA MULTIELETRO DEPOSITO;;(41) 3442-1572;SIMPLES NACIONAL
08.815.040/0001;VITORIA MULTIELETRO LTDA RUA TRAV MARIA BASTOS, 222 QUADRA0055 LOTE;;(41) 99858-2854;SIMPLES NACIONAL
08.815.048/0001;JOAO LAERCIO RODRIGUES JUNIOR LTDA AVENIDA SETE DE SETEMBRO, 157 , BAIRRO;AVENIDA SETE DE SETEMBRO, 157 , BAIRRO;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
08.831.353/0004;SEGLINE ADMINISTRADORA DE SERVICOS E COMERCIO LTDA;AVENIDA CURITIBA, 964 , BAIRRO CENTRO;"(41) 3333-3939
(41) 3333-3939";LUCRO PRESUMIDO
08.888.478/0001;LADWIG & LADWIG LTDA Fantasia: LADWIG ALIMENTOS;AVENIDA DAMIAO BOTELHO DE SOUZA, 1320 ,;(41) 3443-6146;PRESUMIDO OU LUCRO REAL
08.916.494/0001;NENO COMERCIO DE AUTOPECAS LTDA Fantasia: AUTO PEACAS DO NENO;;"(41) 3442-1572
(41) 3442-1572";SIMPLES NACIONAL
08.921.172/0001;AUTO ESCOLA ATLANTICA LTDA Fantasia: CENTRO DE FORMACAO DE;AVENIDA DAMIAO BOTELHO DE SOUZA, 232 ,;(41) 3472-3308;SIMPLES NACIONAL
08.929.944/0001;LUCINEIA APARECIDA MARTINS Fantasia: MISS LU BEAUTY HOUSE;;(41) 3443-1479;PRESUMIDO OU LUCRO REAL
08.941.810/0002;STAR PARQUE DE DIVERSOES LTDA Fantasia: STAR PARQUE DE DIVERSOES;AVENIDA 29 DE ABRIL, 305 , BAIRRO CENTRO;(41) 3443-1479;SIMPLES NACIONAL
08.951.375/0001;OPA ACHEI LTDA Fantasia: OPAACHEI;AVENIDA VISCONDE DO RIO BRANCO, 1650 SALA A,;"(41) 3472-1252
(41) 3472-3621";SIMPLES NACIONAL
08.980.455/0001;QUALITTY CLINICA ODONTOLOGICA LTDA. Fantasia: QUALITTY ODONTOLOGIA;;(41) 3442-1002;SIMPLES NACIONAL
09.011.905/0001;MARIO PRESTES TELECON LTDA Fantasia: CM TELECOMUNICACOES;;(41) 98454-9738;SIMPLES NACIONAL
09.017.205/0001;AUTO PECAS DALEDONE LTDA. Fantasia: REI DOS ESCAPAMENTOS;AVENIDA PARANA, 7 LOJA 02, BAIRRO COHAPAR;(41) 99642-1601;PRESUMIDO OU LUCRO REAL
09.035.976/0001;VIMAESUL ARV COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;;(41) 99997-1597;SIMPLES NACIONAL
09.071.313/0001;LUIZ XAVIER ALVES DA VEIGA Fantasia: PANIFICADORA E CONFEITARIA ALIANCA;;(41) 3442-5150;SIMPLES NACIONAL
09.103.377/0004;ITAIM VILLAGE HOTEL LTDA RUA REO BENETT, 945 , BAIRRO JARDIM ESTORIL;;(13) 3421-4330;PRESUMIDO OU LUCRO REAL
09.113.714/0001;JOCYE RAUEN DE OLIVEIRA Fantasia: CYE - DISTRIBUIDOR DE PAPEL;;(41) 1111-1111;SIMPLES NACIONAL
09.123.739/0002;MEGA TENIS COMERCIO DE CALCADOS E ARTIGOS ESPORTIVOS LTDA;AVENIDA 29 DE ABRIL, 112 , BAIRRO CENTRO;(41) 3422-7038;PRESUMIDO OU LUCRO REAL
09.136.421/0001;UTILIZE COMERCIO LTDA Fantasia: J & M REPRESENTACOES COMERCIAIS;;(41) 98841-0215;SIMPLES NACIONAL
09.170.784/0001;CONECTA COMERCIO DE PRODUTOS DE INFORMATICA E SERVICOS LTDA;AVENIDA UNIAO DA VITORIA, 108 , BAIRRO;(41) 3222-6018;PRESUMIDO OU LUCRO REAL
09.170.867/0001;FRUTARIA GUARATUBA LTDA Fantasia: FRUTARIA GUARATUBA;AVENIDA JOSE NICOLAUA ABAGGE, SN QUADRA178;"(41) 3442-1572
(41) 3442-1572";PRESUMIDO OU LUCRO REAL
